longitude,latitude
-43.32814109699996,-12.462636636999946
-43.32814109699996,-12.212636636999946
-43.32814109699996,-11.962636636999946
-43.32814109699996,-11.712636636999946
-43.32814109699996,-11.462636636999946
-43.32814109699996,-11.212636636999946
-43.32814109699996,-10.962636636999946
-43.32814109699996,-10.712636636999946
-43.32814109699996,-10.462636636999946
-43.32814109699996,-10.212636636999946
-43.32814109699996,-9.962636636999946
-43.32814109699996,-9.712636636999946
-43.32814109699996,-9.462636636999946
-43.32814109699996,-9.212636636999946
-43.32814109699996,-8.962636636999946
-43.32814109699996,-8.712636636999946
-43.32814109699996,-8.462636636999946
-43.32814109699996,-8.212636636999946
-43.32814109699996,-7.962636636999946
-43.32814109699996,-7.712636636999946
-43.07814109699996,-15.962636636999946
-43.07814109699996,-15.712636636999946
-43.07814109699996,-15.462636636999946
-43.07814109699996,-15.212636636999946
-43.07814109699996,-14.962636636999946
-43.07814109699996,-14.712636636999946
-43.07814109699996,-14.462636636999946
-43.07814109699996,-14.212636636999946
-43.07814109699996,-13.962636636999946
-43.07814109699996,-13.712636636999946
-43.07814109699996,-13.462636636999946
-43.07814109699996,-13.212636636999946
-43.07814109699996,-12.962636636999946
-43.07814109699996,-12.712636636999946
-43.07814109699996,-12.462636636999946
-43.07814109699996,-12.212636636999946
-43.07814109699996,-11.962636636999946
-43.07814109699996,-11.712636636999946
-43.07814109699996,-11.462636636999946
-43.07814109699996,-11.212636636999946
-43.07814109699996,-10.962636636999946
-43.07814109699996,-10.712636636999946
-43.07814109699996,-10.462636636999946
-43.07814109699996,-10.212636636999946
-43.07814109699996,-9.962636636999946
-43.07814109699996,-9.712636636999946
-43.07814109699996,-9.462636636999946
-43.07814109699996,-9.212636636999946
-43.07814109699996,-8.962636636999946
-43.07814109699996,-8.712636636999946
-43.07814109699996,-8.462636636999946
-43.07814109699996,-8.212636636999946
-43.07814109699996,-7.962636636999946
-43.07814109699996,-7.712636636999946
-42.82814109699996,-15.462636636999946
-42.82814109699996,-14.962636636999946
-42.82814109699996,-14.712636636999946
-42.82814109699996,-14.462636636999946
-42.82814109699996,-14.212636636999946
-42.82814109699996,-13.962636636999946
-42.82814109699996,-12.712636636999946
-42.82814109699996,-12.462636636999946
-42.82814109699996,-12.212636636999946
-42.82814109699996,-11.962636636999946
-42.82814109699996,-11.712636636999946
-42.82814109699996,-11.462636636999946
-42.82814109699996,-11.212636636999946
-42.82814109699996,-10.962636636999946
-42.82814109699996,-10.712636636999946
-42.82814109699996,-10.462636636999946
-42.82814109699996,-10.212636636999946
-42.82814109699996,-9.962636636999946
-42.82814109699996,-9.712636636999946
-42.82814109699996,-9.462636636999946
-42.82814109699996,-9.212636636999946
-42.82814109699996,-8.962636636999946
-42.82814109699996,-8.712636636999946
-42.82814109699996,-8.462636636999946
-42.82814109699996,-8.212636636999946
-42.82814109699996,-7.962636636999946
-42.82814109699996,-7.712636636999946
-42.82814109699996,-6.462636636999946
-42.57814109699996,-14.962636636999946
-42.57814109699996,-13.212636636999946
-42.57814109699996,-12.962636636999946
-42.57814109699996,-12.712636636999946
-42.57814109699996,-12.462636636999946
-42.57814109699996,-12.212636636999946
-42.57814109699996,-11.962636636999946
-42.57814109699996,-11.712636636999946
-42.57814109699996,-11.462636636999946
-42.57814109699996,-11.212636636999946
-42.57814109699996,-10.962636636999946
-42.57814109699996,-10.712636636999946
-42.57814109699996,-10.462636636999946
-42.57814109699996,-10.212636636999946
-42.57814109699996,-9.962636636999946
-42.57814109699996,-9.712636636999946
-42.57814109699996,-9.462636636999946
-42.57814109699996,-9.212636636999946
-42.57814109699996,-8.962636636999946
-42.57814109699996,-8.712636636999946
-42.57814109699996,-8.462636636999946
-42.57814109699996,-8.212636636999946
-42.57814109699996,-7.962636636999946
-42.57814109699996,-7.712636636999946
-42.57814109699996,-7.212636636999946
-42.57814109699996,-6.962636636999946
-42.57814109699996,-6.712636636999946
-42.57814109699996,-6.462636636999946
-42.32814109699996,-14.962636636999946
-42.32814109699996,-14.712636636999946
-42.32814109699996,-14.462636636999946
-42.32814109699996,-14.212636636999946
-42.32814109699996,-13.962636636999946
-42.32814109699996,-13.462636636999946
-42.32814109699996,-13.212636636999946
-42.32814109699996,-12.962636636999946
-42.32814109699996,-12.712636636999946
-42.32814109699996,-12.462636636999946
-42.32814109699996,-12.212636636999946
-42.32814109699996,-11.962636636999946
-42.32814109699996,-11.712636636999946
-42.32814109699996,-11.462636636999946
-42.32814109699996,-11.212636636999946
-42.32814109699996,-10.962636636999946
-42.32814109699996,-10.712636636999946
-42.32814109699996,-10.462636636999946
-42.32814109699996,-10.212636636999946
-42.32814109699996,-9.962636636999946
-42.32814109699996,-9.712636636999946
-42.32814109699996,-9.462636636999946
-42.32814109699996,-9.212636636999946
-42.32814109699996,-8.962636636999946
-42.32814109699996,-8.712636636999946
-42.32814109699996,-8.462636636999946
-42.32814109699996,-8.212636636999946
-42.32814109699996,-7.962636636999946
-42.32814109699996,-7.712636636999946
-42.32814109699996,-7.462636636999946
-42.32814109699996,-7.212636636999946
-42.32814109699996,-6.962636636999946
-42.32814109699996,-6.712636636999946
-42.07814109699996,-14.962636636999946
-42.07814109699996,-14.712636636999946
-42.07814109699996,-14.462636636999946
-42.07814109699996,-14.212636636999946
-42.07814109699996,-13.962636636999946
-42.07814109699996,-13.712636636999946
-42.07814109699996,-13.462636636999946
-42.07814109699996,-13.212636636999946
-42.07814109699996,-12.962636636999946
-42.07814109699996,-12.712636636999946
-42.07814109699996,-12.462636636999946
-42.07814109699996,-12.212636636999946
-42.07814109699996,-11.962636636999946
-42.07814109699996,-11.712636636999946
-42.07814109699996,-11.462636636999946
-42.07814109699996,-11.212636636999946
-42.07814109699996,-10.962636636999946
-42.07814109699996,-10.712636636999946
-42.07814109699996,-10.462636636999946
-42.07814109699996,-10.212636636999946
-42.07814109699996,-9.962636636999946
-42.07814109699996,-9.712636636999946
-42.07814109699996,-9.462636636999946
-42.07814109699996,-9.212636636999946
-42.07814109699996,-8.962636636999946
-42.07814109699996,-8.712636636999946
-42.07814109699996,-8.462636636999946
-42.07814109699996,-8.212636636999946
-42.07814109699996,-7.962636636999946
-42.07814109699996,-7.712636636999946
-42.07814109699996,-7.462636636999946
-42.07814109699996,-7.212636636999946
-42.07814109699996,-6.962636636999946
-41.82814109699996,-14.962636636999946
-41.82814109699996,-14.712636636999946
-41.82814109699996,-14.462636636999946
-41.82814109699996,-14.212636636999946
-41.82814109699996,-13.962636636999946
-41.82814109699996,-13.712636636999946
-41.82814109699996,-13.462636636999946
-41.82814109699996,-13.212636636999946
-41.82814109699996,-12.962636636999946
-41.82814109699996,-12.712636636999946
-41.82814109699996,-12.462636636999946
-41.82814109699996,-12.212636636999946
-41.82814109699996,-11.962636636999946
-41.82814109699996,-11.712636636999946
-41.82814109699996,-11.462636636999946
-41.82814109699996,-11.212636636999946
-41.82814109699996,-10.962636636999946
-41.82814109699996,-10.712636636999946
-41.82814109699996,-10.462636636999946
-41.82814109699996,-10.212636636999946
-41.82814109699996,-9.962636636999946
-41.82814109699996,-9.712636636999946
-41.82814109699996,-9.462636636999946
-41.82814109699996,-9.212636636999946
-41.82814109699996,-8.962636636999946
-41.82814109699996,-8.712636636999946
-41.82814109699996,-8.462636636999946
-41.82814109699996,-8.212636636999946
-41.82814109699996,-7.962636636999946
-41.82814109699996,-7.712636636999946
-41.82814109699996,-7.462636636999946
-41.82814109699996,-7.212636636999946
-41.82814109699996,-6.962636636999946
-41.82814109699996,-6.712636636999946
-41.57814109699996,-14.962636636999946
-41.57814109699996,-14.712636636999946
-41.57814109699996,-14.462636636999946
-41.57814109699996,-14.212636636999946
-41.57814109699996,-13.962636636999946
-41.57814109699996,-13.712636636999946
-41.57814109699996,-13.462636636999946
-41.57814109699996,-13.212636636999946
-41.57814109699996,-12.962636636999946
-41.57814109699996,-12.712636636999946
-41.57814109699996,-12.462636636999946
-41.57814109699996,-12.212636636999946
-41.57814109699996,-11.962636636999946
-41.57814109699996,-11.712636636999946
-41.57814109699996,-11.462636636999946
-41.57814109699996,-11.212636636999946
-41.57814109699996,-10.962636636999946
-41.57814109699996,-10.712636636999946
-41.57814109699996,-10.462636636999946
-41.57814109699996,-10.212636636999946
-41.57814109699996,-9.962636636999946
-41.57814109699996,-9.712636636999946
-41.57814109699996,-9.462636636999946
-41.57814109699996,-9.212636636999946
-41.57814109699996,-8.962636636999946
-41.57814109699996,-8.712636636999946
-41.57814109699996,-8.462636636999946
-41.57814109699996,-8.212636636999946
-41.57814109699996,-7.962636636999946
-41.57814109699996,-7.712636636999946
-41.57814109699996,-7.462636636999946
-41.57814109699996,-7.212636636999946
-41.57814109699996,-6.962636636999946
-41.57814109699996,-6.712636636999946
-41.57814109699996,-6.462636636999946
-41.57814109699996,-6.212636636999946
-41.57814109699996,-3.962636636999946
-41.57814109699996,-3.462636636999946
-41.57814109699996,-3.212636636999946
-41.57814109699996,-2.962636636999946
-41.32814109699996,-14.962636636999946
-41.32814109699996,-14.712636636999946
-41.32814109699996,-14.462636636999946
-41.32814109699996,-14.212636636999946
-41.32814109699996,-13.962636636999946
-41.32814109699996,-13.712636636999946
-41.32814109699996,-13.462636636999946
-41.32814109699996,-13.212636636999946
-41.32814109699996,-12.962636636999946
-41.32814109699996,-12.712636636999946
-41.32814109699996,-12.462636636999946
-41.32814109699996,-12.212636636999946
-41.32814109699996,-11.962636636999946
-41.32814109699996,-11.712636636999946
-41.32814109699996,-11.462636636999946
-41.32814109699996,-11.212636636999946
-41.32814109699996,-10.962636636999946
-41.32814109699996,-10.712636636999946
-41.32814109699996,-10.462636636999946
-41.32814109699996,-10.212636636999946
-41.32814109699996,-9.962636636999946
-41.32814109699996,-9.712636636999946
-41.32814109699996,-9.462636636999946
-41.32814109699996,-9.212636636999946
-41.32814109699996,-8.962636636999946
-41.32814109699996,-8.712636636999946
-41.32814109699996,-8.462636636999946
-41.32814109699996,-8.212636636999946
-41.32814109699996,-7.962636636999946
-41.32814109699996,-7.712636636999946
-41.32814109699996,-7.462636636999946
-41.32814109699996,-7.212636636999946
-41.32814109699996,-6.962636636999946
-41.32814109699996,-6.712636636999946
-41.32814109699996,-6.462636636999946
-41.32814109699996,-6.212636636999946
-41.32814109699996,-5.962636636999946
-41.32814109699996,-5.712636636999946
-41.32814109699996,-5.462636636999946
-41.32814109699996,-5.212636636999946
-41.32814109699996,-4.962636636999946
-41.32814109699996,-4.712636636999946
-41.32814109699996,-4.462636636999946
-41.32814109699996,-4.212636636999946
-41.32814109699996,-3.962636636999946
-41.32814109699996,-3.712636636999946
-41.32814109699996,-3.462636636999946
-41.32814109699996,-3.212636636999946
-41.32814109699996,-2.962636636999946
-41.07814109699996,-14.962636636999946
-41.07814109699996,-14.712636636999946
-41.07814109699996,-14.462636636999946
-41.07814109699996,-14.212636636999946
-41.07814109699996,-13.962636636999946
-41.07814109699996,-13.712636636999946
-41.07814109699996,-13.462636636999946
-41.07814109699996,-13.212636636999946
-41.07814109699996,-12.962636636999946
-41.07814109699996,-12.712636636999946
-41.07814109699996,-12.462636636999946
-41.07814109699996,-12.212636636999946
-41.07814109699996,-11.962636636999946
-41.07814109699996,-11.712636636999946
-41.07814109699996,-11.462636636999946
-41.07814109699996,-11.212636636999946
-41.07814109699996,-10.962636636999946
-41.07814109699996,-10.712636636999946
-41.07814109699996,-10.462636636999946
-41.07814109699996,-10.212636636999946
-41.07814109699996,-9.962636636999946
-41.07814109699996,-9.712636636999946
-41.07814109699996,-9.462636636999946
-41.07814109699996,-9.212636636999946
-41.07814109699996,-8.962636636999946
-41.07814109699996,-8.712636636999946
-41.07814109699996,-8.462636636999946
-41.07814109699996,-8.212636636999946
-41.07814109699996,-7.962636636999946
-41.07814109699996,-7.712636636999946
-41.07814109699996,-7.462636636999946
-41.07814109699996,-7.212636636999946
-41.07814109699996,-6.962636636999946
-41.07814109699996,-6.712636636999946
-41.07814109699996,-6.462636636999946
-41.07814109699996,-6.212636636999946
-41.07814109699996,-5.962636636999946
-41.07814109699996,-5.712636636999946
-41.07814109699996,-5.462636636999946
-41.07814109699996,-5.212636636999946
-41.07814109699996,-4.962636636999946
-41.07814109699996,-4.712636636999946
-41.07814109699996,-4.462636636999946
-41.07814109699996,-4.212636636999946
-41.07814109699996,-3.962636636999946
-41.07814109699996,-3.712636636999946
-41.07814109699996,-3.462636636999946
-41.07814109699996,-3.212636636999946
-41.07814109699996,-2.962636636999946
-40.82814109699996,-14.462636636999946
-40.82814109699996,-14.212636636999946
-40.82814109699996,-13.962636636999946
-40.82814109699996,-13.712636636999946
-40.82814109699996,-13.462636636999946
-40.82814109699996,-13.212636636999946
-40.82814109699996,-12.962636636999946
-40.82814109699996,-12.712636636999946
-40.82814109699996,-12.462636636999946
-40.82814109699996,-12.212636636999946
-40.82814109699996,-11.962636636999946
-40.82814109699996,-11.712636636999946
-40.82814109699996,-11.462636636999946
-40.82814109699996,-11.212636636999946
-40.82814109699996,-10.962636636999946
-40.82814109699996,-10.712636636999946
-40.82814109699996,-10.462636636999946
-40.82814109699996,-10.212636636999946
-40.82814109699996,-9.962636636999946
-40.82814109699996,-9.712636636999946
-40.82814109699996,-9.462636636999946
-40.82814109699996,-9.212636636999946
-40.82814109699996,-8.962636636999946
-40.82814109699996,-8.712636636999946
-40.82814109699996,-8.462636636999946
-40.82814109699996,-8.212636636999946
-40.82814109699996,-7.962636636999946
-40.82814109699996,-7.712636636999946
-40.82814109699996,-7.462636636999946
-40.82814109699996,-7.212636636999946
-40.82814109699996,-6.962636636999946
-40.82814109699996,-6.712636636999946
-40.82814109699996,-6.462636636999946
-40.82814109699996,-6.212636636999946
-40.82814109699996,-5.962636636999946
-40.82814109699996,-5.712636636999946
-40.82814109699996,-5.462636636999946
-40.82814109699996,-5.212636636999946
-40.82814109699996,-4.962636636999946
-40.82814109699996,-4.712636636999946
-40.82814109699996,-4.462636636999946
-40.82814109699996,-4.212636636999946
-40.82814109699996,-3.962636636999946
-40.82814109699996,-3.712636636999946
-40.82814109699996,-3.462636636999946
-40.82814109699996,-3.212636636999946
-40.82814109699996,-2.962636636999946
-40.57814109699996,-14.462636636999946
-40.57814109699996,-14.212636636999946
-40.57814109699996,-13.962636636999946
-40.57814109699996,-13.712636636999946
-40.57814109699996,-13.462636636999946
-40.57814109699996,-13.212636636999946
-40.57814109699996,-12.962636636999946
-40.57814109699996,-12.712636636999946
-40.57814109699996,-12.462636636999946
-40.57814109699996,-12.212636636999946
-40.57814109699996,-11.962636636999946
-40.57814109699996,-11.712636636999946
-40.57814109699996,-11.462636636999946
-40.57814109699996,-11.212636636999946
-40.57814109699996,-10.962636636999946
-40.57814109699996,-10.712636636999946
-40.57814109699996,-10.462636636999946
-40.57814109699996,-10.212636636999946
-40.57814109699996,-9.962636636999946
-40.57814109699996,-9.712636636999946
-40.57814109699996,-9.462636636999946
-40.57814109699996,-9.212636636999946
-40.57814109699996,-8.962636636999946
-40.57814109699996,-8.712636636999946
-40.57814109699996,-8.462636636999946
-40.57814109699996,-8.212636636999946
-40.57814109699996,-7.962636636999946
-40.57814109699996,-7.712636636999946
-40.57814109699996,-7.462636636999946
-40.57814109699996,-7.212636636999946
-40.57814109699996,-6.962636636999946
-40.57814109699996,-6.712636636999946
-40.57814109699996,-6.462636636999946
-40.57814109699996,-6.212636636999946
-40.57814109699996,-5.962636636999946
-40.57814109699996,-5.712636636999946
-40.57814109699996,-5.462636636999946
-40.57814109699996,-5.212636636999946
-40.57814109699996,-4.962636636999946
-40.57814109699996,-4.712636636999946
-40.57814109699996,-4.462636636999946
-40.57814109699996,-4.212636636999946
-40.57814109699996,-3.962636636999946
-40.57814109699996,-3.712636636999946
-40.57814109699996,-3.462636636999946
-40.57814109699996,-3.212636636999946
-40.57814109699996,-2.962636636999946
-40.32814109699996,-14.462636636999946
-40.32814109699996,-14.212636636999946
-40.32814109699996,-13.962636636999946
-40.32814109699996,-13.712636636999946
-40.32814109699996,-13.212636636999946
-40.32814109699996,-12.962636636999946
-40.32814109699996,-12.712636636999946
-40.32814109699996,-12.462636636999946
-40.32814109699996,-12.212636636999946
-40.32814109699996,-11.962636636999946
-40.32814109699996,-11.712636636999946
-40.32814109699996,-11.462636636999946
-40.32814109699996,-11.212636636999946
-40.32814109699996,-10.962636636999946
-40.32814109699996,-10.712636636999946
-40.32814109699996,-10.462636636999946
-40.32814109699996,-10.212636636999946
-40.32814109699996,-9.962636636999946
-40.32814109699996,-9.712636636999946
-40.32814109699996,-9.462636636999946
-40.32814109699996,-9.212636636999946
-40.32814109699996,-8.962636636999946
-40.32814109699996,-8.712636636999946
-40.32814109699996,-8.462636636999946
-40.32814109699996,-8.212636636999946
-40.32814109699996,-7.962636636999946
-40.32814109699996,-7.712636636999946
-40.32814109699996,-7.462636636999946
-40.32814109699996,-7.212636636999946
-40.32814109699996,-6.962636636999946
-40.32814109699996,-6.712636636999946
-40.32814109699996,-6.462636636999946
-40.32814109699996,-6.212636636999946
-40.32814109699996,-5.962636636999946
-40.32814109699996,-5.712636636999946
-40.32814109699996,-5.462636636999946
-40.32814109699996,-5.212636636999946
-40.32814109699996,-4.962636636999946
-40.32814109699996,-4.712636636999946
-40.32814109699996,-4.462636636999946
-40.32814109699996,-4.212636636999946
-40.32814109699996,-3.962636636999946
-40.32814109699996,-3.712636636999946
-40.32814109699996,-3.462636636999946
-40.32814109699996,-3.212636636999946
-40.32814109699996,-2.962636636999946
-40.07814109699996,-13.962636636999946
-40.07814109699996,-13.712636636999946
-40.07814109699996,-12.962636636999946
-40.07814109699996,-12.712636636999946
-40.07814109699996,-12.462636636999946
-40.07814109699996,-12.212636636999946
-40.07814109699996,-11.962636636999946
-40.07814109699996,-11.712636636999946
-40.07814109699996,-11.462636636999946
-40.07814109699996,-11.212636636999946
-40.07814109699996,-10.962636636999946
-40.07814109699996,-10.712636636999946
-40.07814109699996,-10.462636636999946
-40.07814109699996,-10.212636636999946
-40.07814109699996,-9.962636636999946
-40.07814109699996,-9.712636636999946
-40.07814109699996,-9.462636636999946
-40.07814109699996,-9.212636636999946
-40.07814109699996,-8.962636636999946
-40.07814109699996,-8.712636636999946
-40.07814109699996,-8.462636636999946
-40.07814109699996,-8.212636636999946
-40.07814109699996,-7.962636636999946
-40.07814109699996,-7.712636636999946
-40.07814109699996,-7.462636636999946
-40.07814109699996,-7.212636636999946
-40.07814109699996,-6.962636636999946
-40.07814109699996,-6.712636636999946
-40.07814109699996,-6.462636636999946
-40.07814109699996,-6.212636636999946
-40.07814109699996,-5.962636636999946
-40.07814109699996,-5.712636636999946
-40.07814109699996,-5.462636636999946
-40.07814109699996,-5.212636636999946
-40.07814109699996,-4.962636636999946
-40.07814109699996,-4.712636636999946
-40.07814109699996,-4.462636636999946
-40.07814109699996,-4.212636636999946
-40.07814109699996,-3.962636636999946
-40.07814109699996,-3.712636636999946
-40.07814109699996,-3.462636636999946
-40.07814109699996,-3.212636636999946
-40.07814109699996,-2.962636636999946
-39.82814109699996,-12.962636636999946
-39.82814109699996,-12.712636636999946
-39.82814109699996,-12.462636636999946
-39.82814109699996,-12.212636636999946
-39.82814109699996,-11.962636636999946
-39.82814109699996,-11.712636636999946
-39.82814109699996,-11.462636636999946
-39.82814109699996,-11.212636636999946
-39.82814109699996,-10.962636636999946
-39.82814109699996,-10.712636636999946
-39.82814109699996,-10.462636636999946
-39.82814109699996,-10.212636636999946
-39.82814109699996,-9.962636636999946
-39.82814109699996,-9.712636636999946
-39.82814109699996,-9.462636636999946
-39.82814109699996,-9.212636636999946
-39.82814109699996,-8.962636636999946
-39.82814109699996,-8.712636636999946
-39.82814109699996,-8.462636636999946
-39.82814109699996,-8.212636636999946
-39.82814109699996,-7.962636636999946
-39.82814109699996,-7.712636636999946
-39.82814109699996,-7.462636636999946
-39.82814109699996,-7.212636636999946
-39.82814109699996,-6.962636636999946
-39.82814109699996,-6.712636636999946
-39.82814109699996,-6.462636636999946
-39.82814109699996,-6.212636636999946
-39.82814109699996,-5.962636636999946
-39.82814109699996,-5.712636636999946
-39.82814109699996,-5.462636636999946
-39.82814109699996,-5.212636636999946
-39.82814109699996,-4.962636636999946
-39.82814109699996,-4.712636636999946
-39.82814109699996,-4.462636636999946
-39.82814109699996,-4.212636636999946
-39.82814109699996,-3.962636636999946
-39.82814109699996,-3.712636636999946
-39.82814109699996,-3.462636636999946
-39.82814109699996,-3.212636636999946
-39.82814109699996,-2.962636636999946
-39.57814109699996,-12.712636636999946
-39.57814109699996,-12.462636636999946
-39.57814109699996,-12.212636636999946
-39.57814109699996,-11.962636636999946
-39.57814109699996,-11.712636636999946
-39.57814109699996,-11.462636636999946
-39.57814109699996,-11.212636636999946
-39.57814109699996,-10.962636636999946
-39.57814109699996,-10.712636636999946
-39.57814109699996,-10.462636636999946
-39.57814109699996,-10.212636636999946
-39.57814109699996,-9.962636636999946
-39.57814109699996,-9.712636636999946
-39.57814109699996,-9.462636636999946
-39.57814109699996,-9.212636636999946
-39.57814109699996,-8.962636636999946
-39.57814109699996,-8.712636636999946
-39.57814109699996,-8.462636636999946
-39.57814109699996,-8.212636636999946
-39.57814109699996,-7.962636636999946
-39.57814109699996,-7.712636636999946
-39.57814109699996,-7.462636636999946
-39.57814109699996,-7.212636636999946
-39.57814109699996,-6.962636636999946
-39.57814109699996,-6.712636636999946
-39.57814109699996,-6.462636636999946
-39.57814109699996,-6.212636636999946
-39.57814109699996,-5.962636636999946
-39.57814109699996,-5.712636636999946
-39.57814109699996,-5.462636636999946
-39.57814109699996,-5.212636636999946
-39.57814109699996,-4.962636636999946
-39.57814109699996,-4.712636636999946
-39.57814109699996,-4.462636636999946
-39.57814109699996,-4.212636636999946
-39.57814109699996,-3.962636636999946
-39.57814109699996,-3.712636636999946
-39.57814109699996,-3.462636636999946
-39.57814109699996,-3.212636636999946
-39.32814109699996,-12.462636636999946
-39.32814109699996,-11.962636636999946
-39.32814109699996,-11.712636636999946
-39.32814109699996,-11.462636636999946
-39.32814109699996,-11.212636636999946
-39.32814109699996,-10.962636636999946
-39.32814109699996,-10.712636636999946
-39.32814109699996,-10.462636636999946
-39.32814109699996,-10.212636636999946
-39.32814109699996,-9.962636636999946
-39.32814109699996,-9.712636636999946
-39.32814109699996,-9.462636636999946
-39.32814109699996,-9.212636636999946
-39.32814109699996,-8.962636636999946
-39.32814109699996,-8.712636636999946
-39.32814109699996,-8.462636636999946
-39.32814109699996,-8.212636636999946
-39.32814109699996,-7.962636636999946
-39.32814109699996,-7.712636636999946
-39.32814109699996,-7.462636636999946
-39.32814109699996,-7.212636636999946
-39.32814109699996,-6.962636636999946
-39.32814109699996,-6.712636636999946
-39.32814109699996,-6.462636636999946
-39.32814109699996,-6.212636636999946
-39.32814109699996,-5.962636636999946
-39.32814109699996,-5.712636636999946
-39.32814109699996,-5.462636636999946
-39.32814109699996,-5.212636636999946
-39.32814109699996,-4.962636636999946
-39.32814109699996,-4.712636636999946
-39.32814109699996,-4.462636636999946
-39.32814109699996,-4.212636636999946
-39.32814109699996,-3.962636636999946
-39.32814109699996,-3.712636636999946
-39.32814109699996,-3.462636636999946
-39.32814109699996,-3.212636636999946
